kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 854 : 2016 40853 0 0 0 0 0 0 0 
_1.ptx 1263 : 997 11056 0 0 0 0 0 0 0 
_1.ptx 1674 : 814 8954 0 0 0 0 0 0 0 
_1.ptx 851 : 2016 0 0 0 0 0 0 0 0 
_1.ptx 1260 : 997 22860 0 0 0 0 0 0 0 
_1.ptx 1673 : 814 8960 0 0 0 0 0 0 0 
_1.ptx 850 : 2016 14769 0 0 0 0 0 0 0 
_1.ptx 848 : 2016 22208 0 0 0 0 0 0 0 
_1.ptx 1257 : 997 9033 0 0 0 0 0 0 0 
_1.ptx 846 : 2016 6496 0 0 0 0 0 0 0 
_1.ptx 1255 : 997 10967 0 0 0 0 0 0 0 
_1.ptx 1666 : 814 4942 0 0 0 0 0 0 0 
_1.ptx 843 : 1024 7264 0 0 0 0 0 0 0 
_1.ptx 1252 : 997 11032 0 0 0 0 0 0 0 
_1.ptx 1665 : 814 9096 0 0 0 0 0 0 0 
_1.ptx 842 : 1024 254496 0 0 0 0 0 0 0 
_1.ptx 1251 : 997 11084 0 0 0 0 0 0 0 
_1.ptx 841 : 1024 136544 0 0 0 0 0 0 0 
_1.ptx 1250 : 997 11014 0 0 0 0 0 0 0 
_1.ptx 1663 : 814 6266 0 0 0 0 0 0 0 
_1.ptx 840 : 1024 392384 128 0 0 0 0 0 0 
_1.ptx 1662 : 814 6420 0 0 0 0 0 0 0 
_1.ptx 839 : 1024 138624 0 0 0 0 0 0 0 
_1.ptx 1248 : 997 22302 0 0 0 0 0 0 0 
_1.ptx 838 : 1024 140288 0 0 0 0 0 0 0 
_1.ptx 1660 : 814 9260 0 0 0 0 0 0 0 
_1.ptx 837 : 1024 138400 0 0 0 0 0 0 0 
_1.ptx 1246 : 997 8980 0 0 0 0 0 0 0 
_1.ptx 1659 : 814 8954 0 0 0 0 0 0 0 
_1.ptx 836 : 1024 138912 0 0 0 0 0 0 0 
_1.ptx 1245 : 997 8973 0 0 0 0 0 0 0 
_1.ptx 835 : 1024 142144 0 0 0 0 0 0 0 
_1.ptx 1244 : 997 11055 0 0 0 0 0 0 0 
_1.ptx 1033 : 2016 12096 0 0 0 0 0 0 0 
_1.ptx 1657 : 814 8961 0 0 0 0 0 0 0 
_1.ptx 834 : 1024 165344 0 0 0 0 0 0 0 
_1.ptx 1243 : 997 11173 0 0 0 0 0 0 0 
_1.ptx 1586 : 814 5715 0 0 0 0 0 0 0 
_1.ptx 763 : 1024 27552 0 0 0 0 0 0 0 
_1.ptx 1172 : 2016 18144 0 0 0 0 0 0 0 
_1.ptx 1583 : 814 7450 0 0 0 0 0 0 0 
_1.ptx 760 : 1024 318368 0 0 0 0 0 0 0 
_1.ptx 757 : 1024 48384 0 0 0 0 0 0 0 
_1.ptx 1166 : 2016 18176 0 0 0 0 0 0 0 
_1.ptx 1578 : 814 5698 0 0 0 0 0 0 0 
_1.ptx 755 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 752 : 1024 20480 0 0 0 0 0 0 0 
_1.ptx 1569 : 814 5698 0 0 0 0 0 0 0 
_1.ptx 746 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 745 : 1024 11264 0 0 0 0 0 0 0 
_1.ptx 744 : 1024 11776 0 0 0 0 0 0 0 
_1.ptx 936 : 2016 16233 0 0 0 0 0 0 0 
_1.ptx 1345 : 3537 42593 0 0 0 0 0 0 0 
_1.ptx 737 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 1757 : 814 5022 0 0 0 0 0 0 0 
_1.ptx 934 : 2016 16273 0 0 0 0 0 0 0 
_1.ptx 1558 : 814 5705 0 0 0 0 0 0 0 
_1.ptx 735 : 1024 8448 0 0 0 0 0 0 0 
_1.ptx 1756 : 814 5703 0 0 0 0 0 0 0 
_1.ptx 933 : 2016 14115 0 0 0 0 0 0 0 
_1.ptx 1557 : 814 5719 0 0 0 0 0 0 0 
